,ADDRESS,ADPARCEL_,ADPARCEL_I,ADR_ID,AD_STREET,AD_SUFFIX,ANGLE,AREA,CITY_ID,CODE,DATE_ENTER,LAT,LON,PERIMETER,POLYGONID,SCALE,SOURCE,STATUS,STREET,STREET_DIR,STREET_IDX,STREET_NAM,STREET_NO,SUFFIX_DIR,TILE_NAME,X_HPGN,Y_HPGN,ZIPCITY,ZIPCODE,geometry,SequenceNum,SaleDate,SalePrice,PropertyType,IntendedUse,Deed,Financing,ValidationDescription,BuyerSellerRelated,Solar,PersonalProperty,PartialInterest,RecordingDate,SchDistr,X_PRJ,Y_PRJ
137275090,5864 S BLUCHER DR,296581.0,100085.0,99474.0,BLUCHER,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1453491279,-110.997075697,0.0,296581.0,1.0,PC DSD GIS,P,S BLUCHER DR,S,BLUCH,BLUCHER DR,5864.0,,E151310,984614.0,417825.0,TUCSON,85746,POINT (784821.3150059856 417784.6560167206),20153160315,201510,130000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-11-12,Tucson Unified District,784821.3150059856,417784.6560167206
137275130,5832 S BLUCHER DR,295985.0,100696.0,100088.0,BLUCHER,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1459473806,-110.996490755,0.0,295985.0,1.0,PC DSD GIS,P,S BLUCHER DR,S,BLUCH,BLUCHER DR,5832.0,,E151310,984794.0,418045.0,TUCSON,85746,POINT (785000.498818671 418003.841200134),20151470746,201505,159900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-27,Tucson Unified District,785000.498818671,418003.84120013396
137275160,5835 S BLUCHER DR,296323.0,100348.0,99740.0,BLUCHER,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1455795771,-110.996245672,0.0,296323.0,1.0,PC DSD GIS,P,S BLUCHER DR,S,BLUCH,BLUCHER DR,5835.0,,E151310,984871.0,417911.0,TUCSON,85746,POINT (785077.4980420731 417870.6868473621),20151670624,201505,114000,Single Family,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-06-16,Tucson Unified District,785077.4980420731,417870.6868473621
137275170,5843 S BLUCHER DR,296469.0,100198.0,99588.0,BLUCHER,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1454461229,-110.996403912,0.0,296469.0,1.0,PC DSD GIS,P,S BLUCHER DR,S,BLUCH,BLUCHER DR,5843.0,,E151310,984822.0,417862.0,TUCSON,85746,POINT (785028.9366273825 417821.7188682011),20151380826,201505,146000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-18,Tucson Unified District,785028.9366273825,417821.7188682011
137275220,5883 S BLUCHER DR,297211.0,99449.0,98835.0,BLUCHER,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1447579013,-110.997220963,0.0,297211.0,1.0,PC DSD GIS,P,S BLUCHER DR,S,BLUCH,BLUCHER DR,5883.0,,E151310,984571.0,417610.0,TUCSON,85746,POINT (784778.1913794398 417569.1900808633),20151770103,201502,115500,Single Family,Rental,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-06-26,Tucson Unified District,784778.1913794398,417569.1900808633
137275220,5883 S BLUCHER DR,297211.0,99449.0,98835.0,BLUCHER,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1447579013,-110.997220963,0.0,297211.0,1.0,PC DSD GIS,P,S BLUCHER DR,S,BLUCH,BLUCHER DR,5883.0,,E151310,984571.0,417610.0,TUCSON,85746,POINT (784778.1913794398 417569.1900808633),20153200391,201511,158000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-11-16,Tucson Unified District,784778.1913794398,417569.1900808633
137275270,5920 S STELZER DR,297530.0,99126.0,98513.0,STELZER,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1444467461,-110.997052043,0.0,297530.0,1.0,PC DSD GIS,P,S STELZER DR,S,STELZ,STELZER DR,5920.0,,E151310,984625.0,417497.0,TUCSON,85746,POINT (784831.4409091832 417456.4418551791),20151410446,201505,153000,Single Family,PrimaryRes,Warranty Deed,Other,Sale to or from a government agency,No,No,No,No,2015-05-21,Tucson Unified District,784831.4409091832,417456.44185517915
137275510,1491 W LAMA DR,299017.0,97627.0,96990.0,LAMA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1431109455,-110.996784776,0.0,299017.0,1.0,PC DSD GIS,P,W LAMA DR,W,LAMA,LAMA DR,1491.0,,E151310,984711.0,417012.0,TUCSON,85746,POINT (784918.3161193521 416971.1990042426),20151610363,201504,160000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-10,Tucson Unified District,784918.3161193521,416971.1990042426
137275980,6160 S BUFKIN DR,301432.0,95160.0,94520.0,BUFKIN,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1403289651,-110.997693072,0.0,301432.0,1.0,PC DSD GIS,P,S BUFKIN DR,S,BUFKI,BUFKIN DR,6160.0,,E151310,984439.0,415997.0,TUCSON,85746,POINT (784645.823655955 415956.7439209797),20153450147,201501,112000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-12-11,Tucson Unified District,784645.823655955,415956.7439209797
137276240,6186 S TRUMAN DR,302232.0,94354.0,93714.0,TRUMAN,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1395046266,-110.996741629,0.0,302232.0,1.0,PC DSD GIS,P,S TRUMAN DR,S,TRUMA,TRUMAN DR,6186.0,,E151310,984736.0,415700.0,TUCSON,85746,POINT (784942.8823206649 415659.3741153224),20153560085,201512,132000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-12-22,Tucson Unified District,784942.8823206649,415659.37411532237
137276920,5922 S WOOD CREST DR,297658.0,98997.0,98384.0,WOOD CREST,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1443679436,-111.001004561,0.0,297658.0,1.0,PC DSD GIS,P,S WOOD CREST DR,S,WOOD,WOOD CREST DR,5922.0,,E151310,983401.0,417458.0,TUCSON,85746,POINT (783608.335167992 417417.3444262835),20152660384,201509,125000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-23,Tucson Unified District,783608.335167992,417417.3444262835
137277640,1634 W HOUCHIN WY,297966.0,98688.0,98075.0,HOUCHIN,WY,0.0,0.0,TUC,0.0,2000-02-19,32.144090343,-111.00014228,0.0,297966.0,1.0,PC DSD GIS,P,W HOUCHIN WY,W,HOUCH,HOUCHIN WY,1634.0,,E151310,983669.0,417359.0,TUCSON,85746,POINT (783876.0813261243 417318.6282149662),20150920638,201504,89500,Single Family,NonPrimary,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-04-02,Tucson Unified District,783876.0813261243,417318.6282149662
137277700,1641 W MULHOLLAND CT,297628.0,99027.0,98414.0,MULHOLLAND,CT,0.0,0.0,TUC,0.0,2000-02-19,32.1443808262,-111.000268406,0.0,297628.0,1.0,PC DSD GIS,P,W MULHOLLAND CT,W,MULHO,MULHOLLAND CT,1641.0,,E151310,983629.0,417465.0,TUCSON,85746,POINT (783836.1439524051 417423.9704183309),20152120889,201505,122000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-31,Tucson Unified District,783836.1439524051,417423.97041833086
137278090,1637 W THORNE ST,296180.0,100493.0,99880.0,THORNE,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1457433477,-111.000145935,0.0,296180.0,1.0,PC DSD GIS,P,W THORNE ST,W,THORN,THORNE ST,1637.0,,E151310,983663.0,417961.0,TUCSON,85746,POINT (783869.829507453 417919.963506513),20150760147,201502,107400,Single Family,Rental,Warranty Deed,Other,Good Sale,No,No,No,No,2015-03-17,Tucson Unified District,783869.829507453,417919.963506513
137278460,1658 W DENNING CT,294979.0,101711.0,101115.0,DENNING,CT,0.0,0.0,TUC,0.0,2000-02-19,32.1469863907,-111.000558569,0.0,294979.0,1.0,PC DSD GIS,P,W DENNING CT,W,DENNI,DENNING CT,1658.0,,E151310,983531.0,418412.0,TUCSON,85746,POINT (783738.2674739525 418371.0816627999),20151490767,201504,123710,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-29,Tucson Unified District,783738.2674739525,418371.08166279993
13728010B,788 W HOLLADAY DR,290086.0,106697.0,106095.0,HOLLADAY,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1513715339,-110.981769546,0.0,290086.0,1.0,PC DSD GIS,P,W HOLLADAY DR,W,HOLLA,HOLLADAY DR,788.0,,E151302,989333.0,420057.0,TUCSON,85706,POINT (789539.6705515501 420016.3599377233),20150340326,201502,85000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-02-03,Sunnyside Unified District,789539.6705515501,420016.35993772326
13728016B,842 W MELRIDGE ST,291883.0,104878.0,104306.0,MELRIDGE,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1497877082,-110.983060757,0.0,291883.0,1.0,PC DSD GIS,P,W MELRIDGE ST,W,MELRI,MELRIDGE ST,842.0,,E151302,988938.0,419477.0,TUCSON,85706,POINT (789145.0537909053 419436.7104527583),20152730210,201509,48369,Single Family,PrimaryRes,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-09-30,Sunnyside Unified District,789145.0537909053,419436.7104527583
13728092A,5509 S SANTA CRUZ AV,289952.0,106831.0,106229.0,SANTA CRUZ,AV,0.0,0.0,TUC,0.0,2000-02-19,32.1514815344,-110.9845825,0.0,289952.0,1.0,PC DSD GIS,P,S SANTA CRUZ AV,S,SANTA,SANTA CRUZ AV,5509.0,,E151302,988462.0,420090.0,TUCSON,85706,POINT (788668.7468651107 420048.825257217),20160060291,201512,65000,Single Family,PrimaryRes,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-01-06,Sunnyside Unified District,788668.7468651107,420048.82525721705
137281200,851 W WEDWICK ST,292911.0,103821.0,103234.0,WEDWICK,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1488751002,-110.983327731,0.0,292911.0,1.0,PC DSD GIS,P,W WEDWICK ST,W,WEDWI,WEDWICK ST,851.0,,E151302,988858.0,419145.0,TUCSON,85706,POINT (789065.306197524 419103.995976351),20153360195,201510,94000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-12-02,Sunnyside Unified District,789065.306197524,419103.995976351
137281410,906 W WEDWICK ST,292377.0,104377.0,103804.0,WEDWICK,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1493418548,-110.984279759,0.0,292377.0,1.0,PC DSD GIS,P,W WEDWICK ST,W,WEDWI,WEDWICK ST,906.0,,E151302,988562.0,419312.0,TUCSON,85706,POINT (788769.1852877779 419271.242616296),20151700699,201506,24048,Condo/Townhouse,Rental,Quit Claim Deed,Cash,Sale under duress,No,No,No,No,2015-06-19,Sunnyside Unified District,788769.1852877779,419271.242616296
137281410,906 W WEDWICK ST,292377.0,104377.0,103804.0,WEDWICK,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1493418548,-110.984279759,0.0,292377.0,1.0,PC DSD GIS,P,W WEDWICK ST,W,WEDWI,WEDWICK ST,906.0,,E151302,988562.0,419312.0,TUCSON,85706,POINT (788769.1852877779 419271.242616296),20151960206,201506,44000,Condo/Townhouse,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-15,Sunnyside Unified District,788769.1852877779,419271.242616296
137281590,834 W WEDWICK ST,292272.0,104484.0,103908.0,WEDWICK,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1494039959,-110.982665435,0.0,292272.0,1.0,PC DSD GIS,P,W WEDWICK ST,W,WEDWI,WEDWICK ST,834.0,,E151302,989062.0,419339.0,TUCSON,85706,POINT (789268.6149860764 419298.1813155993),20151140109,201504,80900,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-04-24,Sunnyside Unified District,789268.6149860764,419298.1813155993
137281600,830 W WEDWICK ST,292364.0,104390.0,103817.0,WEDWICK,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1493349839,-110.982567593,0.0,292364.0,1.0,PC DSD GIS,P,W WEDWICK ST,W,WEDWI,WEDWICK ST,830.0,,E151302,989092.0,419314.0,TUCSON,85706,POINT (789299.1145913709 419273.3382635705),20152440351,201507,50000,Condo/Townhouse,Rental,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-01,Sunnyside Unified District,789299.1145913709,419273.3382635705
137281620,822 W WEDWICK ST,292289.0,104467.0,103891.0,WEDWICK,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1493948746,-110.982395537,0.0,292289.0,1.0,PC DSD GIS,P,W WEDWICK ST,W,WEDWI,WEDWICK ST,822.0,,E151302,989145.0,419336.0,TUCSON,85706,POINT (789352.1760137941 419295.588138636),20153380601,201512,87500,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-12-04,Sunnyside Unified District,789352.1760137941,419295.588138636
137281650,810 W WEDWICK ST,292266.0,104490.0,103915.0,WEDWICK,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1494058617,-110.982138559,0.0,292266.0,1.0,PC DSD GIS,P,W WEDWICK ST,W,WEDWI,WEDWICK ST,810.0,,E151302,989225.0,419341.0,TUCSON,85706,POINT (789431.6747443338 419300.2756861044),20151140109,201504,80900,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-04-24,Sunnyside Unified District,789431.6747443338,419300.27568610443
137281690,939 W WEDWICK ST,293036.0,103695.0,103110.0,WEDWICK,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1488007538,-110.985490833,0.0,293036.0,1.0,PC DSD GIS,P,W WEDWICK ST,W,WEDWI,WEDWICK ST,939.0,,E151302,988189.0,419112.0,TUCSON,85706,POINT (788396.0668535419 419071.150278069),20150580630,201502,45000,Condo/Townhouse,NonPrimary,Warranty Deed,Other,Good Sale,No,No,No,No,2015-02-27,Sunnyside Unified District,788396.0668535419,419071.150278069
137281820,716 W DREXEL RD,292835.0,103899.0,103314.0,DREXEL,RD,0.0,0.0,TUC,0.0,2000-02-19,32.1489264935,-110.980679404,0.0,292835.0,1.0,PC DSD GIS,P,W DREXEL RD,W,DREXE,DREXEL RD,716.0,,E151302,989678.0,419171.0,TUCSON,85706,POINT (789884.7931973549 419129.8107991168),20152400267,201508,48000,Condo/Townhouse,Rental,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2015-08-28,Sunnyside Unified District,789884.7931973549,419129.8107991168
137290110,1951 W ARROYO VISTA CT,293360.0,103366.0,102775.0,ARROYO VISTA,CT,0.0,0.0,TUC,0.0,2000-02-19,32.1486327068,-111.008202193,0.0,293360.0,1.0,PC DSD GIS,P,W ARROYO VISTA CT,W,ARROY,ARROYO VISTA CT,1951.0,,E151303,981161.0,418991.0,TUCSON,85746,POINT (781367.4897196476 418949.9335888403),20160200417,201512,141500,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-01-20,Tucson Unified District,781367.4897196476,418949.9335888403
137291220,5661 S PIN OAK DR,293065.0,103665.0,103082.0,PIN OAK,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1488954013,-111.002692134,0.0,293065.0,1.0,PC DSD GIS,P,S PIN OAK DR,S,PIN O,PIN OAK DR,5661.0,,E151303,982865.0,419101.0,TUCSON,85746,POINT (783072.0255292926 419059.9427900909),20151270541,201505,112000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-05-07,Tucson Unified District,783072.0255292926,419059.94279009086
137291280,5601 S PIN OAK DR,291593.0,105177.0,104597.0,PIN OAK,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1502248326,-111.002733393,0.0,291593.0,1.0,PC DSD GIS,P,S PIN OAK DR,S,PIN O,PIN OAK DR,5601.0,,E151303,982848.0,419584.0,TUCSON,85746,POINT (783055.1492622056 419543.4669943891),20151880091,201506,125000,Single Family,NonPrimary,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-07,Tucson Unified District,783055.1492622056,419543.46699438913
137291290,1750 W OAKWAY DR,291556.0,105214.0,104633.0,OAKWAY,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1502610494,-111.003026249,0.0,291556.0,1.0,PC DSD GIS,P,W OAKWAY DR,W,OAKWA,OAKWAY DR,1750.0,,E151303,982757.0,419597.0,TUCSON,85746,POINT (782964.4006185444 419555.8724102625),20150720269,201502,90000,Single Family,NonPrimary,Warranty Deed,Other,Sale to or from a government agency,No,No,No,No,2015-03-13,Tucson Unified District,782964.4006185444,419555.87241026247
137291290,1750 W OAKWAY DR,291556.0,105214.0,104633.0,OAKWAY,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1502610494,-111.003026249,0.0,291556.0,1.0,PC DSD GIS,P,W OAKWAY DR,W,OAKWA,OAKWAY DR,1750.0,,E151303,982757.0,419597.0,TUCSON,85746,POINT (782964.4006185444 419555.8724102625),20152010662,201507,125000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-07-20,Tucson Unified District,782964.4006185444,419555.87241026247
137291830,5482 S PIN OAK DR,289235.0,107557.0,106954.0,PIN OAK,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1522828775,-111.003596973,0.0,289235.0,1.0,PC DSD GIS,P,S PIN OAK DR,S,PIN O,PIN OAK DR,5482.0,,E151303,982575.0,420331.0,TUCSON,85746,POINT (782781.5261197279 420289.891997765),20152860629,201509,110000,Single Family,Rental,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2015-10-13,Tucson Unified District,782781.5261197279,420289.891997765
137291930,1801 W WHITE OAK CT,290514.0,106268.0,105666.0,WHITE OAK,CT,0.0,0.0,TUC,0.0,2000-02-19,32.1511483802,-111.004428776,0.0,290514.0,1.0,PC DSD GIS,P,W WHITE OAK CT,W,WHITE,WHITE OAK CT,1801.0,,E151303,982321.0,419916.0,TUCSON,85746,POINT (782527.5939977891 419874.9901012616),20153480417,201512,148000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-12-14,Tucson Unified District,782527.5939977891,419874.99010126165
137292320,1810 W MOUNTAIN OAK LN,292236.0,104521.0,103955.0,MOUNTAIN OAK,LN,0.0,0.0,TUC,0.0,2000-02-19,32.1495950354,-111.004665573,0.0,292236.0,1.0,PC DSD GIS,P,W MOUNTAIN OAK LN,W,MOUNT,MOUNTAIN OAK LN,1810.0,,E151303,982252.0,419350.0,TUCSON,85746,POINT (782459.0968267407 419309.2788755251),20152030627,201507,138000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-22,Tucson Unified District,782459.0968267407,419309.27887552505
137292350,1840 W MOUNTAIN OAK LN,292171.0,104585.0,104014.0,MOUNTAIN OAK,LN,0.0,0.0,TUC,0.0,2000-02-19,32.1496507163,-111.005431178,0.0,292171.0,1.0,PC DSD GIS,P,W MOUNTAIN OAK LN,W,MOUNT,MOUNTAIN OAK LN,1840.0,,E151303,982015.0,419368.0,TUCSON,85746,POINT (782221.975414232 419327.5271134852),20151940076,201506,128000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-07-13,Tucson Unified District,782221.975414232,419327.52711348515
137292420,1841 W MOUNTAIN OAK LN,292659.0,104082.0,103505.0,MOUNTAIN OAK,LN,0.0,0.0,TUC,0.0,2000-02-19,32.1492723723,-111.005461396,0.0,292659.0,1.0,PC DSD GIS,P,W MOUNTAIN OAK LN,W,MOUNT,MOUNTAIN OAK LN,1841.0,,E151303,982007.0,419231.0,TUCSON,85746,POINT (782213.7883069366 419189.8105179624),20150930591,201503,82500,Single Family,Rental,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-04-03,Tucson Unified District,782213.7883069366,419189.8105179624
137292420,1841 W MOUNTAIN OAK LN,292659.0,104082.0,103505.0,MOUNTAIN OAK,LN,0.0,0.0,TUC,0.0,2000-02-19,32.1492723723,-111.005461396,0.0,292659.0,1.0,PC DSD GIS,P,W MOUNTAIN OAK LN,W,MOUNT,MOUNTAIN OAK LN,1841.0,,E151303,982007.0,419231.0,TUCSON,85746,POINT (782213.7883069366 419189.8105179624),20152580320,201509,155000,Single Family,NonPrimary,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-15,Tucson Unified District,782213.7883069366,419189.8105179624
137292660,5415 S PIN OAK DR,287656.0,109154.0,108553.0,PIN OAK,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1537441014,-111.003474564,0.0,287656.0,1.0,PC DSD GIS,P,S PIN OAK DR,S,PIN O,PIN OAK DR,5415.0,,E151303,982608.0,420863.0,TUCSON,85746,POINT (782814.8989300596 420821.7911601683),20153510534,201511,130000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-12-17,Tucson Unified District,782814.8989300596,420821.7911601683
137292970,5198 S CARRIAGE HILLS DR,283908.0,112966.0,112355.0,CARRIAGE HILLS,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1577675139,-111.004299423,0.0,283908.0,1.0,PC DSD GIS,P,S CARRIAGE HILLS DR,S,CARRI,CARRIAGE HILLS DR,5198.0,,E151303,982340.0,422324.0,TUCSON,85746,POINT (782547.2111285942 422283.2998539804),20150850252,201502,123500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-03-26,Tucson Unified District,782547.2111285942,422283.2998539804
137293440,1761 W NEWHALL DR,285081.0,111763.0,111157.0,NEWHALL,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1563000166,-111.003480581,0.0,285081.0,1.0,PC DSD GIS,P,W NEWHALL DR,W,NEWHA,NEWHALL DR,1761.0,,E151303,982598.0,421792.0,TUCSON,85746,POINT (782805.1461507151 421751.5902439628),20151330513,201504,118600,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-13,Tucson Unified District,782805.1461507151,421751.59024396277
137293780,5145 S FOX TROT DR,283188.0,113694.0,113080.0,FOX TROT,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1585765408,-111.005291465,0.0,283188.0,1.0,PC DSD GIS,P,S FOX TROT DR,S,FOX T,FOX TROT DR,5145.0,,E151303,982031.0,422616.0,TUCSON,85746,POINT (782237.7150017862 422575.012521381),20152080365,201507,166700,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-27,Tucson Unified District,782237.7150017862,422575.01252138097
137293860,5209 S FOX TROT DR,284371.0,112494.0,111883.0,FOX TROT,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1572527715,-111.00586931,0.0,284371.0,1.0,PC DSD GIS,P,S FOX TROT DR,S,FOX T,FOX TROT DR,5209.0,,E151303,981856.0,422133.0,TUCSON,85746,POINT (782062.9692174877 422091.9244187124),20152180247,201506,164000,Single Family,PrimaryRes,Joint Tenancy Deed,Other,Good Sale,No,No,No,No,2015-08-06,Tucson Unified District,782062.9692174877,422091.92441871244
137293940,5273 S FOX TROT DR,285449.0,111388.0,110783.0,FOX TROT,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1558845282,-111.006450611,0.0,285449.0,1.0,PC DSD GIS,P,S FOX TROT DR,S,FOX T,FOX TROT DR,5273.0,,E151303,981680.0,421633.0,TUCSON,85746,POINT (781887.2858283152 421592.6492163537),20152110398,201507,130500,Single Family,PrimaryRes,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-07-30,Tucson Unified District,781887.2858283152,421592.6492163537
137294190,1870 W LIMERICK LN,283457.0,113420.0,112807.0,LIMERICK,LN,0.0,0.0,TUC,0.0,2000-02-19,32.1582788886,-111.006830121,0.0,283457.0,1.0,PC DSD GIS,P,W LIMERICK LN,W,LIMER,LIMERICK LN,1870.0,,E151303,981556.0,422504.0,TUCSON,85746,POINT (781762.4727078293 422462.6983489256),20151530448,201506,170000,Single Family,PrimaryRes,Contract or Agreement,Other,Unusable sale which does not fit any other reject codes,No,No,No,No,2015-06-02,Tucson Unified District,781762.4727078293,422462.69834892557
137294330,1917 W CALLE LADO AL RIO,286155.0,110669.0,110065.0,CALLE LADO AL RIO,,0.0,0.0,TUC,0.0,2004-03-19,32.1551692874,-111.007258055,0.0,286155.0,1.0,PC DSD GIS,P,W CALLE LADO AL RIO,W,CALLE,CALLE LADO AL RIO,1917.0,,E151303,981433.0,421371.0,TUCSON,85746,POINT (781639.6031345575 421330.3386872575),20153640221,201512,137000,Single Family,PrimaryRes,Joint Tenancy Deed,Other,Good Sale,No,No,No,No,2015-12-30,Tucson Unified District,781639.6031345575,421330.3386872575
137294440,5346 S VIA TRES RIOS,286501.0,110320.0,109717.0,VIA TRES RIOS,,0.0,0.0,TUC,0.0,2004-03-19,32.1548600617,-111.007726421,0.0,286501.0,1.0,PC DSD GIS,P,S VIA TRES RIOS,S,VIA T,VIA TRES RIOS,5346.0,,E151303,981289.0,421257.0,TUCSON,85746,POINT (781495.6057109195 421216.6205469525),20160250470,201512,133000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-01-25,Tucson Unified District,781495.6057109195,421216.6205469525
137301700,1694 W PARK WOOD LN,293129.0,103601.0,103017.0,PARK WOOD,LN,0.0,0.0,TUC,0.0,2000-02-19,32.1488258196,-111.001705151,0.0,293129.0,1.0,PC DSD GIS,P,W PARK WOOD LN,W,PARK,PARK WOOD LN,1694.0,,E151303,983171.0,419078.0,TUCSON,85746,POINT (783377.7085696412 419037.2262111109),20151340295,201505,35000,Condo/Townhouse,Rental,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-05-14,Tucson Unified District,783377.7085696412,419037.22621111094
